,bias,factuality,owner,source,owner_type,transgender,state,gender,sex,school,lgbtq,board,people,marriage,new,greece,trans,woman,member,policy,say,wednesday,said,year,alberta,public,minister,orthodox,child,youth,government,right,prime,university,department,utah,student,record,surgery,education,girl,change,country,according,day,court,church,mother,legal,official,parliament,social,christian,house,couple,alabama,post,proposed,senate,sunak,gov,law,group,legalize,ghey,conservative,game,survey,health,vote
30,Lean Left,High Factuality,Corus Entertainment,https://globalnews.ca/news/10296987/transgender-youth-alberta-legal-experts/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.11232640127779284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20384665527295787,0.0,0.0,0.0,0.0,0.21738343360877876,0.0,0.0,0.0,0.0,0.21738343360877876,0.0,0.0,0.0,0.21997933294712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21738343360877876,0.0,0.0,0.0,0.0,0.0,0.0,0.22554526820777523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22854070013805752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Lean Left,High Factuality,Torstar,https://www.thestar.com/news/canada/deep-concerns-legal-experts-criticize-albertas-plans-for-transgender-youth/article_30d154f9-0097-540a-a94d-34a2ca5dff71.html?utm_source=ground.news&utm_medium=referral,Private Equity,0.0,0.0,0.0,0.0,0.16153478553773132,0.0,0.0,0.0,0.0,0.16834122269833915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17619867774982284,0.0,0.18974224878125492,0.0,0.0,0.0,0.0,0.18974224878125492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/indigenous-news/legal-experts-raise-concerns-about-albertas-plans-for-transgender-youth-8312193?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10819279004008779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19634509895654914,0.0,0.0,0.0,0.0,0.20938372388929888,0.0,0.0,0.0,0.0,0.20938372388929888,0.0,0.0,0.0,0.2118840941396001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20938372388929888,0.0,0.0,0.0,0.0,0.0,0.0,0.2172452029989811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22013040304301096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Lean Left,High Factuality,,https://www.thereminder.ca/alberta-news/deep-concerns-legal-experts-criticize-albertas-plans-for-transgender-youth-8312190?utm_source=ground.news&utm_medium=referral,,0.10494083288536325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904435425856462,0.0,0.0,0.0,0.0,0.203090264789738,0.0,0.0,0.0,0.0,0.203090264789738,0.0,0.0,0.0,0.20551548126202948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203090264789738,0.0,0.0,0.0,0.0,0.0,0.0,0.21071545095209926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21351393036601582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/uk/home-news/brianna-ghey-mother-esther-murder-trans-online-b2497252.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25713422028760136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303894171909441,0.0,0.0,0.0,0.0,0.0
35,Lean Right,Mixed Factuality,Reach Plc,https://www.express.co.uk/news/uk/1867303/brianna-ghey-targeted-trans-hate?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18998199731020746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20722828591312897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22315695828359575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24491282519046256,0.0,0.0,0.0,0.0,0.0
36,Center,Mixed Factuality,Reach Plc,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/brianna-gheys-mother-says-trans-28643497?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,,,MNA Media,https://www.shropshirestar.com/news/uk-news/2024/02/16/brianna-gheys-mother-says-trans-hate-targeting-daughter-on-x-is-horrendous/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865170109239199,0.0,0.0,0.0,0.0,0.0,0.19006560528884225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21518006816555127,0.0,0.0,0.0,0.20467506240132138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22462910484304946,0.0,0.0,0.0,0.0,0.0
38,Center,Mixed Factuality,Evgeny Lebedev,https://www.standard.co.uk/news/politics/keir-starmer-rishi-sunak-twitter-elon-musk-mind-b1139509.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21575107000315613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25498548067173166,0.0,0.0,0.0,0.0,0.0
39,Center,Mixed Factuality,ITV Plc,https://www.itv.com/news/2024-02-15/esther-ghey-obvious-there-were-elements-of-trans-hate-in-briannas-death?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Lean Left,High Factuality,Warner Bros. Discovery,https://www.cnn.com/2024/02/15/us/utah-natalie-cline-censure-student-gender/index.html?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.2959850172430069,0.14709791380074577,0.0,0.16867966142002538,0.0,0.19369660986684703,0.0,0.0,0.0,0.0,0.0,0.0,0.19369660986684703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20830409796613514,0.0,0.0,0.0,0.1958694478384358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1981347743456806,0.0,0.0,0.0,0.0,0.1981347743456806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Lean Left,High Factuality,Nonprofit Corporation,https://www.sltrib.com/news/politics/2024/02/15/legislature-eyes-censure-not/?utm_source=ground.news&utm_medium=referral,Other,0.07643739255569564,0.11049165796201986,0.0,0.0,0.12593674928801554,0.0,0.14461447924061172,0.0,0.0,0.0,0.0,0.0,0.0,0.14461447924061172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3110409487472807,0.14969451914545934,0.0,0.0,0.1462367266921884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147928026366356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Lean Right,High Factuality,Sinclair Broadcast Group,https://kutv.com/news/crisis-in-the-classroom/education-board-member-natalie-cline-facing-2nd-censure-this-time-from-legislature?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.14467184611828862,0.0,0.0,0.0,0.0,0.18935043670324667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20363016133363163,0.0,0.0,0.0,0.19147452043960406,0.0,0.0,0.0,0.0,0.193689017449733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20941754544800706
43,Center,High Factuality,E. W. Scripps Company,https://www.fox13now.com/news/politics/utah-house-runs-resolution-to-censure-natalie-cline?utm_source=ground.news&utm_medium=referral,Corporation,0.0,0.1352439762956991,0.0,0.0,0.0,0.0,0.17701098493023848,0.0,0.0,0.0,0.0,0.0,0.0,0.17701098493023848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3807202776686436,0.18322905432248687,0.0,0.0,0.1789966479199477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18106683219685185,0.0,0.18322905432248687,0.0,0.0,0.18106683219685185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,,,,https://www.cityweekly.net/utah/utah-gov-spencer-cox-says-school-board-was-right-to-punish-natalie-cline-predicts-a-donald-trump-win-in-november/Content?oid=21123751&utm_source=ground.news&utm_medium=referral,,0.0,0.12025172483920245,0.0,0.0,0.13706112843135787,0.0,0.31477743906031785,0.0,0.0,0.0,0.0,0.0,0.0,0.15738871953015893,0.0,0.0,0.06963977811270122,0.14950333774927352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08145874746672788,0.0,0.16925807464731576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1715964743903014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,,,,https://ksltv.com/623066/utah-lawmakers-to-decide-on-formal-censure-of-school-board-member-natalie-cline/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.1556945267189298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38453726635949653,0.18506605452764358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18288215460367538,0.0,0.18506605452764358,0.0,0.0,0.18288215460367538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Lean Left,High Factuality,Independent Media,https://apnews.com/article/alabama-legislature-17c121f045e08c1c753378ee6db1746c?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.19074249634042256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16879564382330975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1974429283998389,0.0,0.0,0.0,0.0,0.0,0.0,0.195112973306664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5149308984566107,0.0,0.20796115494255352,0.22113389092188318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/US/wireStory/alabama-senate-votes-change-archives-oversight-after-lgbtq-107247576?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.2153420018260948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905647275139122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2229065691378244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5813400401232813,0.0,0.0,0.24965288625416826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/14/alabama-senate-votes-to-change-archives-oversight-after-lgbtq-lecture/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.08621953539542664,0.10207677710827867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09033181195578671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211325092001588,0.0,0.0,0.0,0.0,0.0,0.0,0.10441565917021668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105662546000794,0.0,0.5511355629330931,0.0,0.11129142622924013,0.2366817602558118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11289473888439415
49,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/14/alabama-senate-votes-to-change-archives-oversight-after-lgbtq-lecture/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.08621953539542664,0.10207677710827867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09033181195578671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211325092001588,0.0,0.0,0.0,0.0,0.0,0.0,0.10441565917021668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105662546000794,0.0,0.5511355629330931,0.0,0.11129142622924013,0.2366817602558118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11289473888439415
50,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/14/alabama-senate-votes-to-change-archives-oversight-after-lgbtq-lecture/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.08621953539542664,0.10207677710827867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09033181195578671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211325092001588,0.0,0.0,0.0,0.0,0.0,0.0,0.10441565917021668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105662546000794,0.0,0.5511355629330931,0.0,0.11129142622924013,0.2366817602558118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11289473888439415
51,Center,High Factuality,,https://www.winnipegfreepress.com/world/2024/02/14/alabama-senate-votes-to-change-archives-oversight-after-lgbtq-lecture?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.1860805262331118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16467008050707788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1926171918819674,0.0,0.0,0.0,0.0,0.0,0.0,0.1903441836213241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5023453839436256,0.0,0.20287834064356428,0.21572911952080417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Right,Mixed Factuality,Tucker Carlson,https://dailycaller.com/2024/02/15/study-kaiser-mastectomy-transgender-12-13-year-old/?utm_source=ground.news&utm_medium=referral,Individual,0.1046040964036934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20012405113798468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Right,Low Factuality,,https://www.bizpacreview.com/2024/02/15/little-noticed-study-reveals-12-to-14-year-olds-had-their-breasts-chopped-off-in-blue-state-healthcare-system-1437322/?utm_source=ground.news&utm_medium=referral,,0.11650549132528673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2228932872175212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Lean Left,High Factuality,Independent Media,https://apnews.com/article/kentucky-colleges-diversity-equity-inclusion-legislature-35a95dc23ad73db77797c716aa0fc238?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.1362983524859739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1662896022148837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1846575272019133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136287666426841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19729662122982783
55,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/race-politics/4467749-kentucky-senate-dei-public-universities/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.28960848504161973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23555618439130654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2615751192345049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12001888874394924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13078755961725244,0.0,0.0,0.0,0.0,0.14648061683815866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Center,High Factuality,Advance Publications,https://spectrumnews1.com/ky/louisville/news/2024/02/14/dei-initiatives-kentucky-collleges?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196586043242548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4003455822245826
57,Lean Left,High Factuality,Hearst Communications,https://www.sfgate.com/news/article/diversity-equity-and-inclusion-initiatives-18666074.php?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Lean Left,High Factuality,Mortimer Zuckerman,https://www.usnews.com/news/us/articles/2024-02-13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Center,High Factuality,McClatchy,https://www.kentucky.com/news/local/education/article285472277.html?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14432242488697575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16881621799007124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Center,High Factuality,Alden Global Capital,https://www.denverpost.com/2024/02/14/aclu-sues-childrens-hospital-colorado-gender-affirming-surgery-transgender/?utm_source=ground.news&utm_medium=referral,Private Equity,0.05328432268385257,0.0770234692716953,0.15311574550762047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089211149640037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10564040292728244,0.0,0.0,0.0,0.0,0.0,0.0,0.1099107375799059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Center,High Factuality,Tegna Inc.,https://www.9news.com/article/news/local/aclu-childrens-hospital-colorado-lawsuit/73-3e991c20-202b-4167-9d04-12198a2872cb?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.11865150870485064,0.0,0.17047616724658707,0.0,0.0,0.0,0.0,0.19548789937490016,0.0,0.0,0.0,0.0,0.0,0.0,0.21532527453415184,0.21323400573619625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352360423511368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Center,High Factuality,Nexstar Media Group,https://kdvr.com/news/local/transgender-patient-sues-childrens-hospital-colorado-surgery-denied/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.04654885002262942,0.0,0.13376095471881105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08365504881551429,0.07793430066811888,0.0,0.079924511252509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18457358654508738,0.0,0.0,0.0,0.0,0.08365504881551429,0.0,0.09601733083554898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09470887212422764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Lean Left,High Factuality,,https://coloradosun.com/2024/02/14/transgender-patient-suing-childrens-hospital/?utm_source=ground.news&utm_medium=referral,,0.09608021191873915,0.06944285746343573,0.06902308472490958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08043103234871947,0.0863350524702507,0.1649700040905316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28572997992269195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09774300009406059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Lean Left,High Factuality,,https://www.register-herald.com/health/aclu-sues-children-s-hospital-colorado-for-halting-adult-gender-affirming-surgeries/article_2112468e-cb87-11ee-a4f9-2b272b9c30b8.html?utm_source=ground.news&utm_medium=referral,,0.07610448487464103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15088318743266535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Lean Right,Mixed Factuality,Reach Plc,https://www.express.co.uk/news/uk/1866457/trans-teen-stabbed-rollerskating-harrow-london?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17548499914641139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
